REF_DATE,GEO,DGUID,North American Product Classification System (NAPCS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1956-01,Canada,2016A000011124,Leather and dressed furs [22113],"Index, 2010=100",184,units ,0,v79309338,1.202,,..,,,1
1956-01,Canada,2016A000011124,"Carpets, textile furnishings and other textile products [232]","Index, 2010=100",184,units ,0,v79309339,1.203,,..,,,1
1956-01,Canada,2016A000011124,"Carpets, rugs and mats [23211]","Index, 2010=100",184,units ,0,v79309340,1.204,,..,,,1
1956-01,Canada,2016A000011124,Other textile furnishings [23212],"Index, 2010=100",184,units ,0,v79309341,1.205,,..,,,1
1956-01,Canada,2016A000011124,Bed linens [232121],"Index, 2010=100",184,units ,0,v79309342,1.206,,..,,,1
1956-01,Canada,2016A000011124,Other miscellaneous textile furnishings [232122],"Index, 2010=100",184,units ,0,v79309343,1.207,,..,,,1
1956-01,Canada,2016A000011124,"Textile products, not elsewhere classified [23213]","Index, 2010=100",184,units ,0,v79309344,1.208,,..,,,1
1956-01,Canada,2016A000011124,Tire cord and tire fabric [232131],"Index, 2010=100",184,units ,0,v79309345,1.209,,..,,,1
1956-01,Canada,2016A000011124,"Rope, cordage and twine [232132]","Index, 2010=100",184,units ,0,v79309346,1.21,,..,,,1
1956-01,Canada,2016A000011124,Canvas products and similar articles [232133],"Index, 2010=100",184,units ,0,v79309347,1.211,,..,,,1
1956-01,Canada,2016A000011124,"Other textile products, not elsewhere classified [232134]","Index, 2010=100",184,units ,0,v79309348,1.212,,..,,,1
1956-01,Canada,2016A000011124,"Clothing, footwear and accessories [P22]","Index, 2010=100",184,units ,0,v79309349,1.213,,..,,,1
1956-01,Canada,2016A000011124,"Clothing, footwear and accessories [231]","Index, 2010=100",184,units ,0,v79309350,1.214,,..,,,1
1956-01,Canada,2016A000011124,Men's clothing [23111],"Index, 2010=100",184,units ,0,v79309351,1.215,,..,,,1
1956-01,Canada,2016A000011124,Men's underwear and sleepwear [231111],"Index, 2010=100",184,units ,0,v79309352,1.216,,..,,,1
1956-01,Canada,2016A000011124,"Men's suits, sport jackets and blazers [231112]","Index, 2010=100",184,units ,0,v79309353,1.217,12.8,,,,1
1956-01,Canada,2016A000011124,Men's shirts [231113],"Index, 2010=100",184,units ,0,v79309354,1.218,,..,,,1
1956-01,Canada,2016A000011124,Men's pants (except jeans) [231114],"Index, 2010=100",184,units ,0,v79309355,1.219,,..,,,1
1956-01,Canada,2016A000011124,Men's jeans [231115],"Index, 2010=100",184,units ,0,v79309356,1.22,,..,,,1
1956-01,Canada,2016A000011124,Men's fur and leather clothing [231116],"Index, 2010=100",184,units ,0,v79309357,1.221,,..,,,1
1956-01,Canada,2016A000011124,Men's outerwear coats and jackets [231117],"Index, 2010=100",184,units ,0,v79309358,1.222,,..,,,1
1956-01,Canada,2016A000011124,"Men's sweaters and clothing, not elsewhere classified [231118]","Index, 2010=100",184,units ,0,v79309359,1.223,,..,,,1
1956-01,Canada,2016A000011124,Women's clothing [23112],"Index, 2010=100",184,units ,0,v79309360,1.224,,..,,,1
1956-01,Canada,2016A000011124,"Women's lingerie, sleepwear and underwear [231121]","Index, 2010=100",184,units ,0,v79309361,1.225,,..,,,1
1956-01,Canada,2016A000011124,Women's swimwear [231122],"Index, 2010=100",184,units ,0,v79309362,1.226,,..,,,1
1956-01,Canada,2016A000011124,Women's suits and jackets [231123],"Index, 2010=100",184,units ,0,v79309363,1.227,,..,,,1
1956-01,Canada,2016A000011124,Women's pants and jeans [231124],"Index, 2010=100",184,units ,0,v79309364,1.228,,..,,,1
1956-01,Canada,2016A000011124,Women's skirts and dresses [231125],"Index, 2010=100",184,units ,0,v79309365,1.229,,..,,,1
1956-01,Canada,2016A000011124,Women's shirts and blouses [231126],"Index, 2010=100",184,units ,0,v79309366,1.23,,..,,,1
1956-01,Canada,2016A000011124,Women's and children's fur and leather clothing [231127],"Index, 2010=100",184,units ,0,v79309367,1.231,,..,,,1
1956-01,Canada,2016A000011124,"Women's sweaters, outerwear coats, jackets, and clothing not elsewhere classified [231128]","Index, 2010=100",184,units ,0,v79309368,1.232,,..,,,1
1956-01,Canada,2016A000011124,Hosiery [231129],"Index, 2010=100",184,units ,0,v79309369,1.233,,..,,,1
1956-01,Canada,2016A000011124,Children's clothing [23113],"Index, 2010=100",184,units ,0,v79309370,1.234,,..,,,1
1956-01,Canada,2016A000011124,Infant and baby clothing [231131],"Index, 2010=100",184,units ,0,v79309371,1.235,,..,,,1
1956-01,Canada,2016A000011124,Clothing accessories [23114],"Index, 2010=100",184,units ,0,v79309374,1.238,,..,,,1
1956-01,Canada,2016A000011124,Belts [231141],"Index, 2010=100",184,units ,0,v79309375,1.239,,..,,,1
1956-01,Canada,2016A000011124,Gloves and mittens [231142],"Index, 2010=100",184,units ,0,v79309376,1.24,,..,,,1
1956-01,Canada,2016A000011124,Other clothing accessories and textile clothing components [231143],"Index, 2010=100",184,units ,0,v79309377,1.241,,..,,,1
1956-01,Canada,2016A000011124,Footwear [23121],"Index, 2010=100",184,units ,0,v79309378,1.242,,..,,,1
1956-01,Canada,2016A000011124,Men's non-athletic footwear [231211],"Index, 2010=100",184,units ,0,v79309379,1.243,,..,,,1
1956-01,Canada,2016A000011124,Women's non-athletic footwear [231212],"Index, 2010=100",184,units ,0,v79309380,1.244,,..,,,1
1956-01,Canada,2016A000011124,"Protective footwear, of rubber or plastics [231213]","Index, 2010=100",184,units ,0,v79309381,1.245,,..,,,1
1956-01,Canada,2016A000011124,Other footwear [231214],"Index, 2010=100",184,units ,0,v79309382,1.246,,..,,,1
1956-01,Canada,2016A000011124,"Suitcases, handbags, and other leather and allied products [23131]","Index, 2010=100",184,units ,0,v79309383,1.247,,..,,,1
1956-01,Canada,2016A000011124,Suitcases and handbags [231311],"Index, 2010=100",184,units ,0,v79309384,1.248,,..,,,1
1956-01,Canada,2016A000011124,Other leather and allied products [231312],"Index, 2010=100",184,units ,0,v79309385,1.249,,..,,,1
1956-01,Canada,2016A000011124,Chemicals and chemical products [P31],"Index, 2010=100",184,units ,0,v79309386,1.25,,..,,,1
1956-01,Canada,2016A000011124,"Dyes and pigments, and petrochemicals [263]","Index, 2010=100",184,units ,0,v79309387,1.251,,..,,,1
1956-01,Canada,2016A000011124,Dyes and pigments [26311],"Index, 2010=100",184,units ,0,v79309388,1.252,,..,,,1
1956-01,Canada,2016A000011124,Petrochemicals [26321],"Index, 2010=100",184,units ,0,v79309389,1.253,,..,,,1
1956-01,Canada,2016A000011124,Ethylene [263211],"Index, 2010=100",184,units ,0,v79309390,1.254,,..,,,1
1956-01,Canada,2016A000011124,Aromatic hydrocarbon gases [263212],"Index, 2010=100",184,units ,0,v79309391,1.255,,..,,,1
1956-01,Canada,2016A000011124,"Liquefied refinery gases, and acyclic hydrocarbons not elsewhere classified [263213]","Index, 2010=100",184,units ,0,v79309392,1.256,,..,,,1
1956-01,Canada,2016A000011124,"Cycloterpenes, cyclanes and cyclenes, and cyclic hydrocarbons not elsewhere classified [263214]","Index, 2010=100",184,units ,0,v79309393,1.257,,..,,,1
1956-01,Canada,2016A000011124,Basic chemicals [271],"Index, 2010=100",184,units ,0,v79309394,1.258,,..,,,1
1956-01,Canada,2016A000011124,Industrial gases [27111],"Index, 2010=100",184,units ,0,v79309395,1.259,,..,,,1
1956-01,Canada,2016A000011124,Oxygen [271111],"Index, 2010=100",184,units ,0,v79309396,1.26,,..,,,1
1956-01,Canada,2016A000011124,Nitrogen [271112],"Index, 2010=100",184,units ,0,v79309397,1.261,,..,,,1
1956-01,Canada,2016A000011124,Carbon dioxide [271113],"Index, 2010=100",184,units ,0,v79309398,1.262,,..,,,1
1956-01,Canada,2016A000011124,Acetylene [271114],"Index, 2010=100",184,units ,0,v79309399,1.263,,..,,,1
1956-01,Canada,2016A000011124,"Industrial gases, not elsewhere classified [271115]","Index, 2010=100",184,units ,0,v79309400,1.264,,..,,,1
1956-01,Canada,2016A000011124,Other basic inorganic chemicals [27112],"Index, 2010=100",184,units ,0,v79309401,1.265,,..,,,1
1956-01,Canada,2016A000011124,Sulphuric acid [271121],"Index, 2010=100",184,units ,0,v79309402,1.266,,..,,,1
1956-01,Canada,2016A000011124,Chlorine [271122],"Index, 2010=100",184,units ,0,v79309403,1.267,,..,,,1
1956-01,Canada,2016A000011124,Sodium hydroxide (caustic soda) [271123],"Index, 2010=100",184,units ,0,v79309404,1.268,,..,,,1
1956-01,Canada,2016A000011124,"Inorganic potassium and sodium compounds (except alkalies, alums, and bleaches) [271124]","Index, 2010=100",184,units ,0,v79309405,1.269,,..,,,1
1956-01,Canada,2016A000011124,Carbon black [271125],"Index, 2010=100",184,units ,0,v79309406,1.27,,..,,,1
1956-01,Canada,2016A000011124,Chemical catalytic preparations [271126],"Index, 2010=100",184,units ,0,v79309407,1.271,,..,,,1
1956-01,Canada,2016A000011124,"Other basic inorganic chemicals, not elsewhere classified [271128]","Index, 2010=100",184,units ,0,v79309409,1.273,,..,,,1
1956-01,Canada,2016A000011124,"Basic organic chemicals, not elsewhere classified [27113]","Index, 2010=100",184,units ,0,v79309410,1.274,,..,,,1
1956-01,Canada,2016A000011124,"Fertilizers, pesticides and other chemical products [272]","Index, 2010=100",184,units ,0,v79309411,1.275,,..,,,1
1956-01,Canada,2016A000011124,Ammonia and chemical fertilizers [27211],"Index, 2010=100",184,units ,0,v79309412,1.276,,..,,,1
1956-01,Canada,2016A000011124,Urea [272111],"Index, 2010=100",184,units ,0,v79309413,1.277,,..,,,1
1956-01,Canada,2016A000011124,Organic and nitrogenous fertilizer materials [272112],"Index, 2010=100",184,units ,0,v79309414,1.278,,..,,,1
1956-01,Canada,2016A000011124,"Phosphoric acid, and phosphatic fertilizer materials [272113]","Index, 2010=100",184,units ,0,v79309415,1.279,,..,,,1
1956-01,Canada,2016A000011124,Mixed fertilizers [272114],"Index, 2010=100",184,units ,0,v79309416,1.28,,..,,,1
1956-01,Canada,2016A000011124,Pesticides and other agricultural chemicals [27212],"Index, 2010=100",184,units ,0,v79309417,1.281,,..,,,1
1956-01,Canada,2016A000011124,"Chemical products, not elsewhere classified [27213]","Index, 2010=100",184,units ,0,v79309418,1.282,,..,,,1
1956-01,Canada,2016A000011124,"Automotive fluids, cleaners, polishes and additives [272131]","Index, 2010=100",184,units ,0,v79309419,1.283,,..,,,1
1956-01,Canada,2016A000011124,"Printing, writing and stamping inks [272132]","Index, 2010=100",184,units ,0,v79309420,1.284,,..,,,1
1956-01,Canada,2016A000011124,"Explosives, propellants and blasting accessories [272133]","Index, 2010=100",184,units ,0,v79309421,1.285,,..,,,1
1956-01,Canada,2016A000011124,Water treatment compounds [272134],"Index, 2010=100",184,units ,0,v79309422,1.286,,..,,,1
1956-01,Canada,2016A000011124,"Toner, photographic chemicals and photographic film [272135]","Index, 2010=100",184,units ,0,v79309423,1.287,,..,,,1
1956-01,Canada,2016A000011124,Other chemical products [272136],"Index, 2010=100",184,units ,0,v79309424,1.288,,..,,,1
1956-01,Canada,2016A000011124,Pharmaceutical and medicinal products [273],"Index, 2010=100",184,units ,0,v79309425,1.289,,..,,,1
1956-01,Canada,2016A000011124,Pharmaceutical and medicinal products [27311],"Index, 2010=100",184,units ,0,v79309426,1.29,,..,,,1
1956-01,Canada,2016A000011124,"Medicinal chemicals and vitamins, in bulk [273111]","Index, 2010=100",184,units ,0,v79309427,1.291,,..,,,1
1956-01,Canada,2016A000011124,"Pharmaceutical preparations, for the human central nervous system and the sense organs [273112]","Index, 2010=100",184,units ,0,v79309428,1.292,,..,,,1
1956-01,Canada,2016A000011124,"Pharmaceutical preparations, for the human cardiovascular and respiratory systems [273113]","Index, 2010=100",184,units ,0,v79309429,1.293,,..,,,1
1956-01,Canada,2016A000011124,"Pharmaceutical preparations, for the human digestive and genito-urinary systems [273114]","Index, 2010=100",184,units ,0,v79309430,1.294,,..,,,1
1956-01,Canada,2016A000011124,"Pharmaceutical preparations affecting the human endocrine system, tumors and metabolic diseases [273115]","Index, 2010=100",184,units ,0,v79309431,1.295,,..,,,1
1956-01,Canada,2016A000011124,Pharmaceutical preparations affecting parasitic and infective diseases in human beings [273116],"Index, 2010=100",184,units ,0,v79309432,1.296,,..,,,1
1956-01,Canada,2016A000011124,Other pharmaceutical preparations for human use [273117],"Index, 2010=100",184,units ,0,v79309433,1.297,,..,,,1
1956-01,Canada,2016A000011124,Veterinary pharmaceutical preparations [273118],"Index, 2010=100",184,units ,0,v79309434,1.298,,..,,,1
1956-01,Canada,2016A000011124,"Diagnostic substances, blood derivatives, and other biological products [273119]","Index, 2010=100",184,units ,0,v79309435,1.299,,..,,,1
1956-01,Canada,2016A000011124,Cleaning products and toiletries [274],"Index, 2010=100",184,units ,0,v79309436,1.3,,..,,,1
1956-01,Canada,2016A000011124,Soaps and cleaning compounds [27411],"Index, 2010=100",184,units ,0,v79309437,1.301,,..,,,1
1956-01,Canada,2016A000011124,"Household laundry soaps, detergents and bleaches [274111]","Index, 2010=100",184,units ,0,v79309438,1.302,,..,,,1
1956-01,Canada,2016A000011124,Specialty cleaners and polishes [274112],"Index, 2010=100",184,units ,0,v79309439,1.303,,..,,,1
1956-01,Canada,2016A000011124,"Commercial, industrial, and institutional cleaning products [274113]","Index, 2010=100",184,units ,0,v79309440,1.304,,..,,,1
1956-01,Canada,2016A000011124,"Surfactants, finishing agents and assistants [274114]","Index, 2010=100",184,units ,0,v79309441,1.305,,..,,,1
1956-01,Canada,2016A000011124,"Bath, facial, and hand soaps [274115]","Index, 2010=100",184,units ,0,v79309442,1.306,,..,,,1
1956-01,Canada,2016A000011124,Oral hygiene products [274116],"Index, 2010=100",184,units ,0,v79309443,1.307,,..,,,1
1956-01,Canada,2016A000011124,Perfumes and toiletries [27412],"Index, 2010=100",184,units ,0,v79309444,1.308,,..,,,1
1956-01,Canada,2016A000011124,Hair care products [274121],"Index, 2010=100",184,units ,0,v79309445,1.309,,..,,,1
1956-01,Canada,2016A000011124,"Personal creams, lotions and oils [274122]","Index, 2010=100",184,units ,0,v79309446,1.31,,..,,,1
1956-01,Canada,2016A000011124,Perfumes and colognes [274123],"Index, 2010=100",184,units ,0,v79309447,1.311,,..,,,1
1956-01,Canada,2016A000011124,"Cosmetics and toiletries, not elsewhere classified [274124]","Index, 2010=100",184,units ,0,v79309448,1.312,,..,,,1
1956-01,Canada,2016A000011124,Plastic resins [281],"Index, 2010=100",184,units ,0,v79309449,1.313,,..,,,1
1956-01,Canada,2016A000011124,Plastic resins [28111],"Index, 2010=100",184,units ,0,v79309450,1.314,,..,,,1
1956-01,Canada,2016A000011124,Polyester resins [281111],"Index, 2010=100",184,units ,0,v79309451,1.315,,..,,,1
1956-01,Canada,2016A000011124,Polyethylene resins [281112],"Index, 2010=100",184,units ,0,v79309452,1.316,,..,,,1
1956-01,Canada,2016A000011124,Polystyrene resins [281113],"Index, 2010=100",184,units ,0,v79309453,1.317,,..,,,1
1956-01,Canada,2016A000011124,Other thermoplastics resins [281114],"Index, 2010=100",184,units ,0,v79309454,1.318,,..,,,1
1956-01,Canada,2016A000011124,Phenol-formaldehyde resins [281115],"Index, 2010=100",184,units ,0,v79309455,1.319,,..,,,1
1956-01,Canada,2016A000011124,Other thermosetting resins [281116],"Index, 2010=100",184,units ,0,v79309456,1.32,,..,,,1
1956-01,Canada,2016A000011124,"Paints, coatings and adhesive products [463]","Index, 2010=100",184,units ,0,v79309457,1.321,,..,,,1
1956-01,Canada,2016A000011124,"Paints, coatings and adhesive products [46311]","Index, 2010=100",184,units ,0,v79309458,1.322,,..,,,1
1956-01,Canada,2016A000011124,Paints and coatings for construction and renovation [463111],"Index, 2010=100",184,units ,0,v79309459,1.323,,..,,,1
1956-01,Canada,2016A000011124,Other paints and coatings [463112],"Index, 2010=100",184,units ,0,v79309460,1.324,,..,,,1
1956-01,Canada,2016A000011124,"Paint removers and thinners, and glazing compounds [463113]","Index, 2010=100",184,units ,0,v79309461,1.325,,..,,,1
1956-01,Canada,2016A000011124,Caulks and sealants [463114],"Index, 2010=100",184,units ,0,v79309462,1.326,,..,,,1
1956-01,Canada,2016A000011124,Adhesives [463115],"Index, 2010=100",184,units ,0,v79309463,1.327,,..,,,1
1956-01,Canada,2016A000011124,Plastic and rubber products [P32],"Index, 2010=100",184,units ,0,v79309464,1.328,,..,,,1
1956-01,Canada,2016A000011124,Waste and scrap of plastic and rubber [158],"Index, 2010=100",184,units ,0,v79309465,1.329,,..,,,1
1956-01,Canada,2016A000011124,Waste and scrap of plastic and rubber [15811],"Index, 2010=100",184,units ,0,v79309466,1.33,,..,,,1
1956-01,Canada,2016A000011124,Plastic and rubber basic products not for packaging use (except plastic resins and natural rubber),"Index, 2010=100",184,units ,0,v79309467,1.331,,..,,,1
1956-01,Canada,2016A000011124,"Synthetic rubber, and rubber compounds and mixtures","Index, 2010=100",184,units ,0,v79309468,1.332,,..,,,1
1956-01,Canada,2016A000011124,Synthetic rubber [282112],"Index, 2010=100",184,units ,0,v79309469,1.333,,..,,,1
1956-01,Canada,2016A000011124,Rubber compounds and mixtures [282113],"Index, 2010=100",184,units ,0,v79309470,1.334,,..,,,1
1956-01,Canada,2016A000011124,Artificial and synthetic fibres and filaments [28221],"Index, 2010=100",184,units ,0,v79309471,1.335,,..,,,1
1956-01,Canada,2016A000011124,Artificial and synthetic staple fibres [282211],"Index, 2010=100",184,units ,0,v79309472,1.336,,..,,,1
1956-01,Canada,2016A000011124,Artificial and synthetic filament yarns [282212],"Index, 2010=100",184,units ,0,v79309473,1.337,,..,,,1
1956-01,Canada,2016A000011124,Plastic film and non-rigid sheets not for packaging use [28231],"Index, 2010=100",184,units ,0,v79309474,1.338,,..,,,1
1956-01,Canada,2016A000011124,"Plastic film and sheets not for packaging use, of polyethylene only [282311]","Index, 2010=100",184,units ,0,v79309475,1.339,,..,,,1
1956-01,Canada,2016A000011124,Plastic film and sheets not for packaging use (except polyethylene) [282312],"Index, 2010=100",184,units ,0,v79309476,1.34,,..,,,1
1956-01,Canada,2016A000011124,Plastic profile shapes [28232],"Index, 2010=100",184,units ,0,v79309477,1.341,,..,,,1
1956-01,Canada,2016A000011124,Laminated plastic profile shapes [282321],"Index, 2010=100",184,units ,0,v79309478,1.342,,..,,,1
1956-01,Canada,2016A000011124,Unlaminated plastic profile shapes [282322],"Index, 2010=100",184,units ,0,v79309479,1.343,,..,,,1
1956-01,Canada,2016A000011124,Tires [283],"Index, 2010=100",184,units ,0,v79309480,1.344,,..,,,1
1956-01,Canada,2016A000011124,Tires [28311],"Index, 2010=100",184,units ,0,v79309481,1.345,,..,,,1
1956-01,Canada,2016A000011124,Pneumatic tires for passenger cars and similar vehicles [283111],"Index, 2010=100",184,units ,0,v79309482,1.346,,..,,,1
1956-01,Canada,2016A000011124,Pneumatic tires for buses and trucks [283112],"Index, 2010=100",184,units ,0,v79309483,1.347,,..,,,1
1956-01,Canada,2016A000011124,"Other pneumatic, semi-pneumatic and solid rubber tires, and retreaded tires and tire repair materials [283113]","Index, 2010=100",184,units ,0,v79309484,1.348,,..,,,1
